('Total Revenue', '198,270,000', '198,270,000', '168,088,000', '143,015,000', '125,843,000')
         646801 function calls (620515 primitive calls) in 1.394 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 md.py:59(TooManySymbolOrPunctuationPlugin)
        1    0.000    0.000    0.000    0.000 md.py:193(SuspiciousRange)
        1    0.000    0.000    0.000    0.000 md.py:335(CjkInvalidStopPlugin)
        1    0.000    0.000    0.000    0.000 legacy.py:52(CharsetNormalizerMatches)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:56(BeautifulSoupHTMLParser)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:342(prepare_markup)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:301(HTMLParserTreeBuilder)
        1    0.000    0.000    0.000    0.000 parser.py:113(close)
        2    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
       28    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       10    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        3    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:994(_gcd_import)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:921(get_resource_reader)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:790(pop)
        1    0.000    0.000    0.000    0.000 financial_enhanced.py:22(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:359(__iter__)
        4    0.000    0.000    0.000    0.000 enum.py:571(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
       15    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:488(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:745(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:887(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:1100(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1168(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1297(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1306(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1315(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1324(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1395(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1630(io)
        1    0.000    0.000    0.000    0.000 typing.py:1645(re)
        1    0.000    0.000    0.000    0.000 _client.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 _client.py:115(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:204(_enforce_trailing_slash)
        1    0.000    0.000    0.000    0.000 _client.py:276(headers)
        1    0.000    0.000    0.000    0.000 _client.py:307(params)
        1    0.000    0.000    0.000    0.000 _client.py:415(_merge_queryparams)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:172(_load_client_certs)
        1    0.000    0.000    0.000    0.000 _config.py:290(__init__)
        1    0.000    0.000    0.000    0.000 _client.py:683(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _client.py:750(_transport_for_url)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        2    0.000    0.000    0.000    0.000 _auth.py:30(auth_flow)
        1    0.000    0.000    0.000    0.000 _auth.py:299(_DigestAuthChallenge)
        1    0.000    0.000    0.000    0.000 request.py:343(full_url)
        1    0.000    0.000    0.000    0.000 request.py:366(data)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:1051(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1227(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1257(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1375(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1384(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1399(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1532(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1590(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 client.py:177(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:1451(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1456(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1459(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1473(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1491(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1494(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1500(BadStatusLine)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 random.py:669(SystemRandom)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:506(KqueueSelector)
        2    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        2    0.000    0.000    0.000    0.000 parse.py:107(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        3    0.000    0.000    0.000    0.000 parse.py:619(unquote)
        1    0.000    0.000    0.000    0.000 parse.py:720(<listcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:760(Quoter)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:912(_check_connected)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        3    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        2    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:534(wait)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:114(ReadTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:120(WriteTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:126(PoolTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:149(WriteError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:155(ConnectError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:161(CloseError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:176(UnsupportedProtocol)
        1    0.000    0.000    0.000    0.000 _exceptions.py:184(ProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:226(HTTPStatusError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:250(CookieConflict)
        1    0.000    0.000    0.000    0.000 _exceptions.py:267(StreamError)
        1    0.000    0.000    0.000    0.000 _models.py:165(get)
        1    0.000    0.000    0.000    0.000 _models.py:258(<listcomp>)
        1    0.000    0.000    0.000    0.000 _models.py:508(elapsed)
        1    0.000    0.000    0.000    0.000 _models.py:512(request)
        1    0.000    0.000    0.000    0.000 _models.py:523(request)
        1    0.000    0.000    0.000    0.000 _models.py:534(reason_phrase)
        1    0.000    0.000    0.000    0.000 _models.py:1162(_CookieCompatRequest)
        1    0.000    0.000    0.000    0.000 _models.py:1186(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:43(_debug)
        1    0.000    0.000    0.000    0.000 cookiejar.py:833(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1220(deepvalues)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1747(__iter__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1768(LoadError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1770(FileCookieJar)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 _content.py:31(__init__)
        1    0.000    0.000    0.000    0.000 _content.py:95(UnattachedStream)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(_void)
       23    0.000    0.000    0.000    0.000 inspect.py:2517(name)
        6    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        2    0.000    0.000    0.000    0.000 pathlib.py:372(gethomedir)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:517(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:592(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:1492(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1499(WindowsPath)
        1    0.000    0.000    0.000    0.000 _utils.py:228(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:899(setFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1170(append)
        1    0.000    0.000    0.000    0.000 __init__.py:1158(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1526(addHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:2057(NullHandler)
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
        1    0.000    0.000    0.000    0.000 _impl.py:11(_ThreadLocal)
        1    0.000    0.000    0.000    0.000 _decoders.py:23(IdentityDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:35(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:64(GZipDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:87(BrotliDecoder)
        1    0.000    0.000    0.000    0.000 _urls.py:127(scheme)
        1    0.000    0.000    0.000    0.000 _urls.py:246(netloc)
        1    0.000    0.000    0.000    0.000 _urls.py:352(is_relative_url)
        1    0.000    0.000    0.000    0.000 _urls.py:750(__bool__)
        1    0.000    0.000    0.000    0.000 core.py:27(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(InvalidAuthority)
        1    0.000    0.000    0.000    0.000 exceptions.py:35(ResolutionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(MissingComponentError)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(UnpermittedComponentError)
        1    0.000    0.000    0.000    0.000 normalizers.py:22(normalize_scheme)
        1    0.000    0.000    0.000    0.000 normalizers.py:82(normalize_query)
        1    0.000    0.000    0.000    0.000 normalizers.py:99(normalize_percent_characters)
        1    0.000    0.000    0.000    0.000 resources.py:54(_normalize_path)
        1    0.000    0.000    0.000    0.000 resources.py:268(_ZipImportResourceReader)
        6    0.000    0.000    0.000    0.000 default.py:57(map_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 default.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:44(enforce_url)
        1    0.000    0.000    0.000    0.000 _models.py:163(Origin)
        1    0.000    0.000    0.000    0.000 __init__.py:11(HTTP2Connection)
        1    0.000    0.000    0.000    0.000 __init__.py:23(SOCKSProxy)
        1    0.000    0.000    0.000    0.000 connection.py:19(exponential_backoff)
        1    0.000    0.000    0.000    0.000 connection.py:154(can_handle_request)
        1    0.000    0.000    0.000    0.000 connection.py:183(is_closed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:16(ConnectionNotAvailable)
        1    0.000    0.000    0.000    0.000 _exceptions.py:28(ProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:36(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:51(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:59(WriteTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:74(ReadError)
        1    0.000    0.000    0.000    0.000 _synchronization.py:41(AsyncSemaphore)
        1    0.000    0.000    0.000    0.000 _synchronization.py:52(Lock)
        1    0.000    0.000    0.000    0.000 _synchronization.py:81(Semaphore)
        1    0.000    0.000    0.000    0.000 _exceptions.py:5(BrokenResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:19(BusyResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:30(DelimiterNotFound)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(IncompleteRead)
        1    0.000    0.000    0.000    0.000 dataclasses.py:202(_InitVarMeta)
        1    0.000    0.000    0.000    0.000 dataclasses.py:220(Field)
        1    0.000    0.000    0.000    0.000 dataclasses.py:278(_DataclassParams)
        3    0.000    0.000    0.000    0.000 dataclasses.py:510(<genexpr>)
        1    0.000    0.000    0.000    0.000 _sockets.py:105(SocketStream)
        1    0.000    0.000    0.000    0.000 _sockets.py:178(ConnectedUDPSocket)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2123(IPv6Network)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:160(_FinalForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:232(_LiteralForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:434(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:699(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:914(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:953(Annotated)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1101(_TypeAliasForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1124(_Immutable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1134(ParamSpecArgs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1157(ParamSpecKwargs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1434(_TypeGuardForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1654(_RequiredForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1728(_UnpackForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1757(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 _streams.py:13(UnreliableObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 _streams.py:48(UnreliableObjectSendStream)
        1    0.000    0.000    0.000    0.000 _streams.py:94(ObjectStream)
        1    0.000    0.000    0.000    0.000 _streams.py:113(ByteReceiveStream)
        1    0.000    0.000    0.000    0.000 _streams.py:144(ByteSendStream)
        1    0.000    0.000    0.000    0.000 _synchronization.py:24(CapacityLimiterStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:55(ConditionStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:66(SemaphoreStatistics)
        1    0.000    0.000    0.000    0.000 _tasks.py:15(_IgnoredTaskStatus)
        1    0.000    0.000    0.000    0.000 _tasks.py:103(FailAfterContextManager)
        1    0.000    0.000    0.000    0.000 _base.py:56(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:71(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:93(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:539(Executor)
        1    0.000    0.000    0.000    0.000 subprocess.py:414(CompletedProcess)
        1    0.000    0.000    0.000    0.000 events.py:24(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 events.py:576(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:64(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:105(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:173(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 transports.py:181(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 tasks.py:633(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 locks.py:13(_ContextManager)
        1    0.000    0.000    0.000    0.000 locks.py:101(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:299(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:418(Semaphore)
        1    0.000    0.000    0.000    0.000 queues.py:219(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queues.py:235(LifoQueue)
        1    0.000    0.000    0.000    0.000 streams.py:22(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 streams.py:147(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 unix_events.py:856(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:254(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 selector_events.py:943(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 thread.py:45(_WorkItem)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 memory.py:20(MemoryObjectStreamStatistics)
        1    0.000    0.000    0.000    0.000 sync.py:74(SyncBackend)
        1    0.000    0.000    0.000    0.000 http11.py:233(has_expired)
        1    0.000    0.000    0.000    0.000 http11.py:247(is_idle)
        1    0.000    0.000    0.000    0.000 http11.py:250(is_closed)
        1    0.000    0.000    0.000    0.000 _connection.py:193(start_next_cycle)
        1    0.000    0.000    0.000    0.000 _events.py:27(_EventBundle)
        1    0.000    0.000    0.000    0.000 _events.py:92(Request)
        1    0.000    0.000    0.000    0.000 _events.py:291(ConnectionClosed)
        6    0.000    0.000    0.000    0.000 _headers.py:95(__iter__)
        1    0.000    0.000    0.000    0.000 _headers.py:99(__bool__)
        1    0.000    0.000    0.000    0.000 _util.py:58(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 _util.py:79(RemoteProtocolError)
        1    0.000    0.000    0.000    0.000 _readers.py:102(ContentLengthReader)
        1    0.000    0.000    0.000    0.000 _readers.py:128(ChunkedReader)
        1    0.000    0.000    0.000    0.000 _writers.py:55(BodyWriter)
        1    0.000    0.000    0.000    0.000 _writers.py:72(__init__)
        1    0.000    0.000    0.000    0.000 _writers.py:75(send_data)
        1    0.000    0.000    0.000    0.000 _writers.py:81(send_eom)
        1    0.000    0.000    0.000    0.000 _writers.py:71(ContentLengthWriter)
        1    0.000    0.000    0.000    0.000 _writers.py:88(ChunkedWriter)
        1    0.000    0.000    0.000    0.000 connection_pool.py:31(wait_for_connection)
        1    0.000    0.000    0.000    0.000 connection_pool.py:320(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:11(AsyncHTTP2Connection)
        1    0.000    0.000    0.000    0.000 __init__.py:23(AsyncSOCKSProxy)
        1    0.000    0.000    0.000    0.000 mock.py:8(MockTransport)
        2    0.000    0.000    0.000    0.000 __init__.py:209(deprecated_argument)
        1    0.000    0.000    0.000    0.000 __init__.py:784(BeautifulStoneSoup)
        1    0.000    0.000    0.000    0.000 __init__.py:47(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:42(TreeBuilderRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:189(initialize_soup)
        1    0.000    0.000    0.000    0.000 __init__.py:569(_root_tag_encountered)
        1    0.000    0.000    0.000    0.000 element.py:74(NamespacedAttribute)
        1    0.000    0.000    0.000    0.000 element.py:107(__new__)
        1    0.000    0.000    0.000    0.000 element.py:1040(PreformattedString)
        1    0.000    0.000    0.000    0.000 element.py:1067(CData)
        1    0.000    0.000    0.000    0.000 element.py:1072(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 element.py:1095(Doctype)
        1    0.000    0.000    0.000    0.000 element.py:1124(Stylesheet)
        1    0.000    0.000    0.000    0.000 element.py:1142(TemplateString)
        1    0.000    0.000    0.000    0.000 element.py:2275(ResultSet)
        1    0.000    0.000    0.000    0.000 __meta__.py:127(_is_dev)
        1    0.000    0.000    0.000    0.000 css_parser.py:341(get_name)
        1    0.000    0.000    0.000    0.000 css_match.py:58(_FakeParent)
        1    0.000    0.000    0.000    0.000 css_types.py:243(SelectorTag)
        1    0.000    0.000    0.000    0.000 formatter.py:148(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 formatter.py:155(XMLFormatter)
        1    0.000    0.000    0.000    0.000 md.py:106(TooManyAccentuatedPlugin)
        1    0.000    0.000    0.000    0.000 md.py:132(UnprintablePlugin)
        1    0.000    0.000    0.000    0.000 md.py:156(SuspiciousDuplicateAccentPlugin)
        1    0.000    0.000    0.000    0.000 md.py:366(ArchaicUpperLowerPlugin)
        1    0.000    0.000    0.000    0.000 legacy.py:90(CharsetDetector)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:238(handle_entityref)
        1    0.000    0.000    0.000    0.000 parser.py:87(__init__)
        1    0.000    0.000    0.070    0.070 parser.py:104(feed)
        1    0.000    0.000    0.000    0.000 _markupbase.py:36(reset)
        1    0.000    0.000    0.000    0.000 _markupbase.py:168(parse_comment)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
